# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   63184   2   -4.171118    1.885792E-04    1.605539E-04    2.565500E+02    3.013318E+02
   63185   2   -4.182274    1.880894E-04    1.625366E-04    2.572181E+02    2.976561E+02
   63186   2   -4.192720    1.877108E-04    1.644316E-04    2.577369E+02    2.942257E+02
   63187   2   -4.202393    1.873925E-04    1.661954E-04    2.581747E+02    2.911031E+02
   63188   2   -4.211231    1.870857E-04    1.677817E-04    2.585981E+02    2.883509E+02
   63189   2   -4.219177    1.866301E-04    1.690338E-04    2.592294E+02    2.862149E+02
   63190   2   -4.226179    1.850901E-04    1.690611E-04    2.613862E+02    2.861687E+02
   63191   2   -4.232187    1.798865E-04    1.654295E-04    2.689474E+02    2.924509E+02
   63192   2   -4.237160    1.686149E-04    1.558793E-04    2.869260E+02    3.103684E+02
   63193   2   -4.241062    1.526601E-04    1.417138E-04    3.169132E+02    3.413923E+02
   63194   2   -4.243864    1.367460E-04    1.273741E-04    3.537945E+02    3.798260E+02
   63195   2   -4.245545    1.253574E-04    1.170845E-04    3.859366E+02    4.132059E+02
   63196   2   -4.246091    1.208957E-04    1.131091E-04    4.001798E+02    4.277286E+02
   63197   2   -4.245497    1.239803E-04    1.160068E-04    3.902234E+02    4.170446E+02
   63198   2   -4.243768    1.338921E-04    1.250269E-04    3.613357E+02    3.869567E+02
   63199   2   -4.240914    1.482462E-04    1.378184E-04    3.263491E+02    3.510416E+02
   63200   2   -4.236955    1.627363E-04    1.502713E-04    2.972908E+02    3.219510E+02
   63201   2   -4.231919    1.728393E-04    1.582110E-04    2.799132E+02    3.057942E+02
   63202   2   -4.225840    1.771807E-04    1.605032E-04    2.730546E+02    3.014270E+02
   63203   2   -4.218760    1.780605E-04    1.593690E-04    2.717054E+02    3.035723E+02
   63204   2   -4.210725    1.780442E-04    1.571751E-04    2.717303E+02    3.078096E+02
   63205   2   -4.201789    1.781017E-04    1.548053E-04    2.716426E+02    3.125215E+02
   63206   2   -4.192007    1.783991E-04    1.524227E-04    2.711897E+02    3.174068E+02
   63207   2   -4.181440    1.789697E-04    1.500730E-04    2.703250E+02    3.223765E+02
   63208   2   -4.170153    1.798375E-04    1.477923E-04    2.690207E+02    3.273514E+02
   63209   2   -4.158208    1.810250E-04    1.456129E-04    2.672559E+02    3.322508E+02
   63210   2   -4.145674    1.825548E-04    1.435642E-04    2.650164E+02    3.369922E+02
   63211   2   -4.132618    1.912455E-04    1.544768E-04    2.529732E+02    3.131862E+02
   63212   2   -4.119106    1.881182E-04    1.489267E-04    2.571787E+02    3.248578E+02
   63213   2   -4.105204    1.386623E-04    1.075300E-04    3.489052E+02    4.499211E+02
   63479   2   -4.107168    1.397137E-04    1.083727E-04    3.462795E+02    4.464226E+02
   63480   2   -4.120697    1.881182E-04    1.489267E-04    2.571787E+02    3.248578E+02
   63481   2   -4.133821    1.914794E-04    1.546115E-04    2.526642E+02    3.129134E+02
   63482   2   -4.146472    1.903241E-04    1.565522E-04    2.541980E+02    3.090344E+02
   63483   2   -4.158585    1.893633E-04    1.584471E-04    2.554877E+02    3.053384E+02
   63484   2   -4.170092    1.886310E-04    1.603301E-04    2.564796E+02    3.017524E+02
   63485   2   -4.180925    1.880630E-04    1.621536E-04    2.572543E+02    2.983590E+02
   63486   2   -4.191019    1.876024E-04    1.638724E-04    2.578859E+02    2.952297E+02
   63487   2   -4.200311    1.872009E-04    1.654444E-04    2.584390E+02    2.924245E+02
   63488   2   -4.208740    1.868166E-04    1.668294E-04    2.589706E+02    2.899969E+02
   63489   2   -4.216250    1.863737E-04    1.679511E-04    2.595860E+02    2.880601E+02
   63490   2   -4.222788    1.855071E-04    1.684596E-04    2.607986E+02    2.871905E+02
   63491   2   -4.228308    1.831230E-04    1.673261E-04    2.641941E+02    2.891360E+02
   63492   2   -4.232770    1.779473E-04    1.633638E-04    2.718783E+02    2.961489E+02
   63493   2   -4.236141    1.702873E-04    1.568707E-04    2.841081E+02    3.084068E+02
   63494   2   -4.238394    1.624884E-04    1.500444E-04    2.977443E+02    3.224378E+02
   63495   2   -4.239511    1.573644E-04    1.455057E-04    3.074394E+02    3.324956E+02
   63496   2   -4.239485    1.566182E-04    1.448176E-04    3.089040E+02    3.340754E+02
   63497   2   -4.238313    1.602531E-04    1.479331E-04    3.018974E+02    3.270397E+02
   63498   2   -4.236003    1.666038E-04    1.532427E-04    2.903895E+02    3.157083E+02
   63499   2   -4.232573    1.729448E-04    1.581852E-04    2.797425E+02    3.058441E+02
   63500   2   -4.228045    1.770001E-04    1.606830E-04    2.733331E+02    3.010898E+02
   63501   2   -4.222451    1.784549E-04    1.605045E-04    2.711050E+02    3.014245E+02
   63502   2   -4.215832    1.785604E-04    1.588293E-04    2.709447E+02    3.046037E+02
   63503   2   -4.208232    1.784311E-04    1.566780E-04    2.711411E+02    3.087861E+02
   63504   2   -4.199703    1.784563E-04    1.544105E-04    2.711028E+02    3.133207E+02
   63505   2   -4.190300    1.787143E-04    1.521114E-04    2.707114E+02    3.180564E+02
   63506   2   -4.180084    1.792350E-04    1.498232E-04    2.699249E+02    3.229140E+02
   63507   2   -4.169118    1.800441E-04    1.475833E-04    2.687119E+02    3.278149E+02
   63508   2   -4.157468    1.811664E-04    1.454263E-04    2.670473E+02    3.326771E+02
   63509   2   -4.145200    1.826264E-04    1.433836E-04    2.649125E+02    3.374165E+02
   63510   2   -4.132384    1.843904E-04    1.414373E-04    2.623780E+02    3.420597E+02
   63511   2   -4.119088    1.833520E-04    1.372267E-04    2.638640E+02    3.525554E+02
   63512   2   -4.105379    1.397137E-04    1.083727E-04    3.462795E+02    4.464226E+02
   63779   2   -4.106973    1.386623E-04    1.075300E-04    3.489052E+02    4.499211E+02
   63780   2   -4.120284    1.878013E-04    1.485912E-04    2.576127E+02    3.255913E+02
   63781   2   -4.133165    1.915763E-04    1.545393E-04    2.525365E+02    3.130595E+02
   63782   2   -4.145549    1.903884E-04    1.563841E-04    2.541122E+02    3.093664E+02
   63783   2   -4.157367    1.893609E-04    1.581444E-04    2.554910E+02    3.059229E+02
   63784   2   -4.168551    1.885557E-04    1.598750E-04    2.565821E+02    3.026115E+02
   63785   2   -4.179034    1.879109E-04    1.615297E-04    2.574624E+02    2.995115E+02
   63786   2   -4.188749    1.873722E-04    1.630647E-04    2.582026E+02    2.966921E+02
   63787   2   -4.197634    1.868938E-04    1.644400E-04    2.588636E+02    2.942107E+02
   63788   2   -4.205629    1.864381E-04    1.656192E-04    2.594963E+02    2.921159E+02
   63789   2   -4.212678    1.859652E-04    1.665610E-04    2.601562E+02    2.904642E+02
   63790   2   -4.218730    1.853622E-04    1.671542E-04    2.610025E+02    2.894333E+02
   63791   2   -4.223741    1.842963E-04    1.670860E-04    2.625121E+02    2.895515E+02
   63792   2   -4.227673    1.823326E-04    1.659555E-04    2.653393E+02    2.915239E+02
   63793   2   -4.230497    1.795401E-04    1.638362E-04    2.694663E+02    2.952950E+02
   63794   2   -4.232189    1.768037E-04    1.615540E-04    2.736368E+02    2.994664E+02
   63795   2   -4.232735    1.752496E-04    1.601434E-04    2.760635E+02    3.021043E+02
   63796   2   -4.232131    1.753907E-04    1.600546E-04    2.758413E+02    3.022718E+02
   63797   2   -4.230380    1.767654E-04    1.608318E-04    2.736960E+02    3.008112E+02
   63798   2   -4.227495    1.782981E-04    1.614661E-04    2.713433E+02    2.996295E+02
   63799   2   -4.223495    1.791355E-04    1.611767E-04    2.700750E+02    3.001675E+02
   63800   2   -4.218410    1.792188E-04    1.599205E-04    2.699493E+02    3.025254E+02
   63801   2   -4.212277    1.789969E-04    1.581104E-04    2.702840E+02    3.059887E+02
   63802   2   -4.205138    1.788259E-04    1.560722E-04    2.705424E+02    3.099848E+02
   63803   2   -4.197043    1.788346E-04    1.539306E-04    2.705293E+02    3.142976E+02
   63804   2   -4.188047    1.790650E-04    1.517366E-04    2.701812E+02    3.188419E+02
   63805   2   -4.178210    1.795460E-04    1.495308E-04    2.694574E+02    3.235453E+02
   63806   2   -4.167595    1.803047E-04    1.473513E-04    2.683235E+02    3.283310E+02
   63807   2   -4.156266    1.813678E-04    1.452341E-04    2.667507E+02    3.331173E+02
   63808   2   -4.144293    1.827616E-04    1.432125E-04    2.647164E+02    3.378196E+02
   63809   2   -4.131745    1.844387E-04    1.412582E-04    2.623094E+02    3.424933E+02
   63810   2   -4.118689    1.829895E-04    1.367857E-04    2.643868E+02    3.536919E+02
   63811   2   -4.105197    1.453240E-04    1.058705E-04    3.329113E+02    4.569732E+02
   64079   2   -4.106386    1.350577E-04    1.046586E-04    3.582174E+02    4.622650E+02
   64080   2   -4.119456    1.867885E-04    1.476237E-04    2.590095E+02    3.277251E+02
   64081   2   -4.132070    1.915236E-04    1.542505E-04    2.526060E+02    3.136456E+02
   64082   2   -4.144161    1.903313E-04    1.560116E-04    2.541884E+02    3.101051E+02
   64083   2   -4.155658    1.892375E-04    1.576273E-04    2.556575E+02    3.069265E+02
   64084   2   -4.166494    1.883615E-04    1.591972E-04    2.568466E+02    3.038998E+02
   64085   2   -4.176600    1.876443E-04    1.606769E-04    2.578282E+02    3.011012E+02
   64086   2   -4.185911    1.870341E-04    1.620244E-04    2.586694E+02    2.985970E+02
   64087   2   -4.194364    1.864879E-04    1.632022E-04    2.594271E+02    2.964420E+02
   64088   2   -4.201900    1.859711E-04    1.641777E-04    2.601479E+02    2.946807E+02
   64089   2   -4.208465    1.854557E-04    1.649219E-04    2.608710E+02    2.933510E+02
   64090   2   -4.214010    1.849067E-04    1.653997E-04    2.616455E+02    2.925036E+02
   64091   2   -4.218494    1.842526E-04    1.655442E-04    2.625743E+02    2.922482E+02
   64092   2   -4.221882    1.834052E-04    1.652783E-04    2.637875E+02    2.927185E+02
   64093   2   -4.224146    1.823954E-04    1.646380E-04    2.652480E+02    2.938569E+02
   64094   2   -4.225269    1.814471E-04    1.638347E-04    2.666342E+02    2.952976E+02
   64095   2   -4.225239    1.808033E-04    1.630882E-04    2.675837E+02    2.966494E+02
   64096   2   -4.224057    1.804860E-04    1.624063E-04    2.680541E+02    2.978948E+02
   64097   2   -4.221730    1.802926E-04    1.615890E-04    2.683416E+02    2.994015E+02
   64098   2   -4.218276    1.800306E-04    1.604480E-04    2.687321E+02    3.015306E+02
   64099   2   -4.213720    1.796938E-04    1.589680E-04    2.692358E+02    3.043379E+02
   64100   2   -4.208094    1.793937E-04    1.572439E-04    2.696862E+02    3.076748E+02
   64101   2   -4.201441    1.792229E-04    1.553589E-04    2.699432E+02    3.114079E+02
   64102   2   -4.193807    1.792291E-04    1.533623E-04    2.699338E+02    3.154621E+02
   64103   2   -4.185245    1.794442E-04    1.512932E-04    2.696103E+02    3.197763E+02
   64104   2   -4.175815    1.798967E-04    1.491899E-04    2.689321E+02    3.242847E+02
   64105   2   -4.165578    1.806148E-04    1.470901E-04    2.678629E+02    3.289140E+02
   64106   2   -4.154600    1.816265E-04    1.450308E-04    2.663708E+02    3.335843E+02
   64107   2   -4.142949    1.829595E-04    1.430462E-04    2.644301E+02    3.382123E+02
   64108   2   -4.130694    1.845332E-04    1.410824E-04    2.621751E+02    3.429201E+02
   64109   2   -4.117906    1.822438E-04    1.360360E-04    2.654686E+02    3.556410E+02
   64110   2   -4.104655    1.418323E-04    1.032183E-04    3.411072E+02    4.687153E+02
   64379   2   -4.105406    1.286715E-04    9.959036E-05    3.759962E+02    4.857900E+02
   64380   2   -4.118210    1.848238E-04    1.458262E-04    2.617629E+02    3.317649E+02
   64381   2   -4.130533    1.912957E-04    1.537256E-04    2.529068E+02    3.147165E+02
   64382   2   -4.142305    1.901592E-04    1.554409E-04    2.544184E+02    3.112438E+02
   64383   2   -4.153456    1.890031E-04    1.569059E-04    2.559747E+02    3.083377E+02
   64384   2   -4.163917    1.880609E-04    1.583100E-04    2.572570E+02    3.056030E+02
   64385   2   -4.173622    1.872782E-04    1.596119E-04    2.583323E+02    3.031103E+02
   64386   2   -4.182503    1.866058E-04    1.607722E-04    2.592632E+02    3.009226E+02
   64387   2   -4.190500    1.860035E-04    1.617566E-04    2.601026E+02    2.990914E+02
   64388   2   -4.197556    1.854393E-04    1.625358E-04    2.608941E+02    2.976576E+02
   64389   2   -4.203617    1.848890E-04    1.630873E-04    2.616705E+02    2.966509E+02
   64390   2   -4.208638    1.843349E-04    1.633956E-04    2.624570E+02    2.960911E+02
   64391   2   -4.212579    1.837615E-04    1.634500E-04    2.632760E+02    2.959927E+02
   64392   2   -4.215410    1.831584E-04    1.632479E-04    2.641430E+02    2.963591E+02
   64393   2   -4.217106    1.825368E-04    1.628087E-04    2.650425E+02    2.971586E+02
   64394   2   -4.217654    1.819344E-04    1.621723E-04    2.659201E+02    2.983247E+02
   64395   2   -4.217047    1.813832E-04    1.613662E-04    2.667281E+02    2.998149E+02
   64396   2   -4.215290    1.808855E-04    1.603823E-04    2.674619E+02    3.016543E+02
   64397   2   -4.212396    1.804358E-04    1.591997E-04    2.681287E+02    3.038951E+02
   64398   2   -4.208385    1.800508E-04    1.578178E-04    2.687020E+02    3.065561E+02
   64399   2   -4.203288    1.797658E-04    1.562566E-04    2.691279E+02    3.096190E+02
   64400   2   -4.197142    1.796163E-04    1.545427E-04    2.693520E+02    3.130526E+02
   64401   2   -4.189993    1.796328E-04    1.527055E-04    2.693272E+02    3.168190E+02
   64402   2   -4.181891    1.798446E-04    1.507779E-04    2.690100E+02    3.208694E+02
   64403   2   -4.172894    1.802806E-04    1.487954E-04    2.683594E+02    3.251446E+02
   64404   2   -4.163063    1.809691E-04    1.467941E-04    2.673385E+02    3.295773E+02
   64405   2   -4.152463    1.819387E-04    1.448106E-04    2.659137E+02    3.340916E+02
   64406   2   -4.141161    1.832177E-04    1.428792E-04    2.640575E+02    3.386078E+02
   64407   2   -4.129228    1.846522E-04    1.408888E-04    2.620061E+02    3.433914E+02
   64408   2   -4.116734    1.808869E-04    1.348046E-04    2.674599E+02    3.588898E+02
   64409   2   -4.103750    1.357536E-04    9.868602E-05    3.563810E+02    4.902417E+02
   64679   2   -4.104029    1.192028E-04    9.210845E-05    4.058630E+02    5.252504E+02
   64680   2   -4.116543    1.814462E-04    1.428434E-04    2.666355E+02    3.386925E+02
   64681   2   -4.128549    1.908319E-04    1.529180E-04    2.535216E+02    3.163787E+02
   64682   2   -4.139977    1.898815E-04    1.546812E-04    2.547905E+02    3.127723E+02
   64683   2   -4.150757    1.886716E-04    1.559943E-04    2.564245E+02    3.101395E+02
   64684   2   -4.160819    1.876702E-04    1.572307E-04    2.577926E+02    3.077008E+02
   64685   2   -4.170097    1.868311E-04    1.583559E-04    2.589504E+02    3.055144E+02
   64686   2   -4.178526    1.861085E-04    1.593338E-04    2.599559E+02    3.036394E+02
   64687   2   -4.186046    1.854641E-04    1.601329E-04    2.608591E+02    3.021240E+02
   64688   2   -4.192600    1.848682E-04    1.607285E-04    2.617000E+02    3.010046E+02
   64689   2   -4.198140    1.842994E-04    1.611037E-04    2.625076E+02    3.003035E+02
   64690   2   -4.202621    1.837435E-04    1.612503E-04    2.633018E+02    3.000304E+02
   64691   2   -4.206008    1.831932E-04    1.611697E-04    2.640927E+02    3.001804E+02
   64692   2   -4.208273    1.826475E-04    1.608712E-04    2.648817E+02    3.007374E+02
   64693   2   -4.209396    1.821124E-04    1.603698E-04    2.656600E+02    3.016777E+02
   64694   2   -4.209368    1.815998E-04    1.596804E-04    2.664100E+02    3.029802E+02
   64695   2   -4.208188    1.811247E-04    1.588122E-04    2.671088E+02    3.046366E+02
   64696   2   -4.205863    1.807044E-04    1.577681E-04    2.677301E+02    3.066525E+02
   64697   2   -4.202412    1.803602E-04    1.565508E-04    2.682410E+02    3.090371E+02
   64698   2   -4.197860    1.801168E-04    1.551671E-04    2.686035E+02    3.117930E+02
   64699   2   -4.192242    1.800006E-04    1.536307E-04    2.687769E+02    3.149111E+02
   64700   2   -4.185599    1.800390E-04    1.519626E-04    2.687195E+02    3.183678E+02
   64701   2   -4.177982    1.802597E-04    1.501897E-04    2.683906E+02    3.221259E+02
   64702   2   -4.169444    1.806910E-04    1.483437E-04    2.677499E+02    3.261346E+02
   64703   2   -4.160045    1.813617E-04    1.464584E-04    2.667598E+02    3.303328E+02
   64704   2   -4.149849    1.823002E-04    1.445683E-04    2.653865E+02    3.346515E+02
   64705   2   -4.138924    1.835319E-04    1.427050E-04    2.636054E+02    3.390211E+02
   64706   2   -4.127340    1.847410E-04    1.406311E-04    2.618802E+02    3.440206E+02
   64707   2   -4.115166    1.784818E-04    1.327646E-04    2.710640E+02    3.644043E+02
   64708   2   -4.102475    1.266468E-04    9.196067E-05    3.820072E+02    5.260945E+02
